time	expire_status	product_name	long_desc	price	regular_price	volume
2015/6/26 10:9:59	1	"雅漾（Avene）舒护活泉喷雾300ml"	"雅漾舒护活泉喷雾，面部红血丝带来无比温和的呵护"	99	185	"11390"
2015/6/26 10:9:59	1	"谜尚水分精华气垫BB霜"	"谜尚（MISSHA） 水分精华气垫BB霜，“妆”出３Ｄ光感美肌！"	79	149	"6323"
2015/6/26 10:9:59	1	"RMK液状粉霜30ml SPF14 PA++"	"RMK液状粉霜30ml SPF14 PA++，缔造零负担粉底效果。"	119	398	"1110"
2015/6/26 10:9:59	1	"Itsskin晶钻蜗牛面霜60ml"	"2014国际化妆品金奖获得者！It‘sskin晶钻蜗牛面霜，28天全面修护！"	279	479	"465"
2015/6/26 10:9:59	1	"it&#039;s skin晶钻完美蜗牛修护精华"	"没毛孔才有资格谈颜值！复购率TOP1	219	429	"271"
2015/6/26 10:9:59	1	"it&#039;s skin蜗牛旅行6件套"	"It&#039;s skin蜗牛6件套 ，史上最强全明星爆款组合	69	149	"814"
2015/6/26 10:9:59	1	"浪凡玫瑰传说淡香精30ml"	"优雅，正在蔓延！浪凡（LANVIN）玫瑰传说淡香精30ml，玫瑰人生，传奇女人！"	79	458	"700"
2015/6/26 10:9:59	1	"Itsskin能量10精华液"	"【奔跑吧！肌肤】韩国It&#039;s skin能量10精华原液，肌肤美丽，能量领跑！"	59	88	"629"
2015/6/26 10:9:59	1	"HABA润白柔肤水"	"HABA润白柔肤水，暗淡无光泽的肌肤，有显著的改善效果。"	119	249	"291"
2015/6/26 10:9:59	1	"拉斐尔水库补水面膜贴10片*2盒"	"拉斐尔（LAFFAIR）水库补水面膜贴10片*2盒，肌肤弹润Q滑，给你惊艳触感。"	39	78	"710"
2015/6/26 10:9:59	1	"ItsSkin晶钻蜗牛洁面泡沫"	"开创韩国空瓶分享NO.1的Its skin晶钻蜗牛洗面奶，洗去脸部脏乱差！"	99	139	"179"
2015/6/26 10:9:59	1	"熊野油脂马油+山茶花油护发素"	"洗发不难，护发难！脸部滋养神物--马油，首登护发大咖，好发质因油而生！"	59	115	"288"
2015/6/26 10:9:59	1	"水宝宝水嫩快干防晒喷雾SPF30+"	"水宝宝水嫩快干防晒喷雾SPF30+ 6oz，让幼嫩的肌肤可以尽情享受夏日阳光。"	99	109	"140"
2015/6/26 10:9:59	1	"lilicoco热感按摩啫喱150g"	"15天轻松瘦！Lilicoco纯中药瘦身啫喱150g，安全速瘦不是梦！"	59	175	"203"
2015/6/26 10:9:59	1	"资生堂Fino渗透护发膜"	"日本最人气“治愈性”修护发膜，从此告别“枯草妹”，让你的头发一顺到底！"	59	99	"141"
2015/6/26 10:9:59	1	"熊野油脂马油滋润无硅洗发水"	"马油正流行，护发也风行！拒绝假顺滑！马油洗发水，日本护发新秘笈！"	59	115	"131"
2015/6/26 10:9:59	1	"宠爱之名亮白净化无瑕裸妆霜50ml"	"宠爱之名(FORBELOVEDONE)亮白净化无瑕裸妆霜50ml，打造纯净完美妆效！"	99	280	"74"
2015/6/26 10:9:59	1	"倩碧 (Clinique)卓越润肤乳30ml"	"倩碧 (Clinique)卓越润肤乳30ml，Q弹肌肤此刻绽放！"	39.9	69	"156"
2015/6/26 10:9:59	1	"SHAKU熊野笔去黑头毛孔清洁刷"	"祛顽固黑头，你只差一笔之遥。SHAKU熊野巨匠鼻专用洗鼻软毛刷。"	109	185	"53"
2015/6/26 10:9:59	1	"ORIHIRO NIGHT DIET果蔬新谷酵素"	"吃了晚饭也能控制体重，来自日本的酵素分解多余热量享受美食不再受体重牵绊"	149	199	"41"
2015/6/26 10:9:59	1	"ZOOMREAL KIT2 专业牙齿美白剂"	"韩国专业牙齿美白剂，不用忍受洗牙痛苦，在家就能轻松完成医学级牙齿美白。"	119	189	"30"
2015/6/26 10:9:59	1	"水宝宝超透气防敏感防晒喷雾"	"水宝宝超透气防敏感防晒喷雾SPF30+ 6oz，清爽防晒，户外活动首选。"	99	109	"33"
2015/6/26 10:9:59	1	"倩碧液体洁面皂（清爽型）200ml"	"倩碧液体洁面皂200ml，洁面是倩碧完美肌肤的第一步！"	99	200	"39"
2015/6/26 10:9:59	1	"贝佳斯矿物营养白泥面膜 200ml"	"刷新面膜界新鲜事儿！敏感肌清洁面膜首选：贝佳斯矿物营养白泥面膜200ml"	89	336	"39"
2015/6/26 10:9:59	1	"水宝宝水嫩防晒乳SPF30+ 3oz"	"水宝宝(Coppertone)水嫩防晒乳SPF30+ 3oz，高效无禁忌防晒！"	39.9	45	"48"
2015/6/26 10:9:59	2	"Forencos浪漫怡情唇膏"	"《星星》千颂伊御用，Forencos浪漫怡情唇膏，女神专属色，邂逅你的都教授。"	99	199	"20"
2015/6/26 10:9:59	1	"丽得姿AMINO AC蜗牛修复面膜贴"	"“膜”界神话丽得姿，第三代升级回归！ 蜗牛修护新“肌”密！"	69.9	127	"32"
2015/6/26 10:9:59	1	"365mc减肥茶"	"“撕掉”肥肉，“喝”出S身材，韩国国民认证365医院出品，从此脂肪是路人！"	69	129	"30"
2015/6/26 10:9:59	1	"菲拉格慕闪耀光采女士淡香水30ml"	"菲拉格慕闪耀光采女士淡香水30ml，仿佛阳光的照耀，散发淡淡花果清香！"	99	450	"28"
2015/6/26 10:9:59	1	"高丝胶原蛋白面膜 5片"	"日本药妆店8年销量NO.1！高丝Kose胶原蛋白面膜5片，童颜美肌，水润Q弹！"	49	99	"29"
2015/6/26 10:9:59	1	"思亲肤巧克力眉粉"	"眉毛决定“型不型”，太突兀“绝不型”！思亲肤（SKINFOOD）巧克力眉粉"	39	69	"36"
2015/6/26 10:9:59	1	"365mc柚子味减肥茶"	"365柚子味排毒瘦身汁，肠道血液脂肪1键清0！s身材速速拥有！"	69	129	"21"
2015/6/26 10:9:59	1	"可莱丝祛痘去粉刺金装双倍面膜贴"	"可莱丝首款分段式凝胶面膜！PDF镇静祛痘面膜10片，2倍精华，战痘双倍升级！"	109	199	"12"
2015/6/26 10:9:59	1	"IPI美白祛斑精华金装双倍面膜贴"	"韩国“膜”界药妆升级版	109	199	"19"
2015/6/26 10:9:59	1	"3CEstylenanda局部修容高光棒10g"	"3CEstylenanda 局部修容高光棒10g，即刻点亮立体美颜！"	89	189	"21"
2015/6/26 10:9:59	1	"海蓝之谜（LAMER）精华面霜3.5ml"	"海蓝之谜（LAMER）精华面霜3.5ml，明显改善粗大毛孔与干燥现象。"	89	187	"14"
2015/6/26 10:9:59	1	"GENKI Strawberry洗发水"	"日本乐天市场10年不败的【少女发香】洗发水，给他轻易忘不掉的香滑触感。"	89	145	"18"
2015/6/26 10:9:59	1	"RX.COLLABO水库胶原蛋白面膜贴"	"可莱丝2代升级横空出世，强效注水+抚平细纹2效合一，见证肌肤蜕变奇迹！"	89	169	"9"
2015/6/26 10:9:59	1	"SKIN79惟孜酷子防晒修颜粉底凝露"	"SKIN79惟孜酷子防晒修颜粉底凝露40g，特有三重功效，完美妆容秘密武器！"	79.9	149	"19"
2015/6/26 10:9:59	2	"TOKYO LOVE SOAP精油皂"	"女人粉嫩柔润，男人有求必“硬”！给你私密好颜色！"	99	128	"5"
2015/6/26 10:9:59	1	"菲诗小铺自然阳光持久清透防晒霜"	"金装持久，拒绝“被黑”，hold住白皙！THE FACE SHOP持久清透防晒霜"	79	149	"17"
2015/6/26 10:9:59	1	"STYLE NARA 马油滋养面膜"	"全能修复巅峰派！马油界头把手！药用级限量生产！韩国妹子微整后修复面膜！"	79	169	"19"
2015/6/26 10:9:59	1	"爱茉莉美妆仙蓝莓弹力护发素"	"韩国爱茉莉旗下60年卓越品牌！超值3支装（180ml*3） 陈年损伤，一瓶焕新！"	69	139	"21"
2015/6/26 10:9:59	1	"彩虹三部曲AC蜗牛祛痘面膜贴10片"	"可莱丝、丽得姿同门师妹彩虹来袭！3板斧，攻占顽固痘印，砍掉心底阴影！"	69	139	"14"
2015/6/26 10:9:59	1	"可莱丝NXT凝胶特效舒缓眼膜"	"治愈系眼膜	59	109	"14"
2015/6/26 10:9:59	1	"美体小铺生姜防脱洗发水250ml"	"美体小铺生姜防脱洗发水250ml，以”发“示人，从头再来！"	55	59.9	"21"
2015/6/26 10:9:59	1	"黑熊家族祛黑眼圈补水眼膜"	"MILATTE 黑熊家族祛黑眼圈补水眼膜10片，专业祛黑眼圈，熊猫眼ByeBye！"	54.9	90	"16"
2015/6/26 10:9:59	1	"boots小黄瓜美白乳液150ml"	"让人一试不愿放手的英国国民品牌明星产品，boots小黄瓜美白乳液150ml。"	49.9	55	"18"
2015/6/26 10:9:59	1	"雅诗兰黛完美修护润唇膏 3.6g"	"雅诗兰黛(Estee Lauder)完美修护润唇膏3.6g，一款轻盈的唇部护理产品！"	39.9	59	"17"
2015/6/26 10:9:59	1	"雅诗兰黛净莹柔肤洁面乳30ml"	"细致清理每一寸肌肤，雅诗兰黛(Estee Lauder)净莹柔肤洁面乳30ml。"	39.9	68	"19"
2015/6/26 10:9:59	1	"3CEstylenanda局部修容高光棒10g"	"3CEstylenanda 局部修容高光棒10g，即刻点亮立体美颜！"	89	189	"25"
2015/6/26 10:9:59	1	"雅诗兰黛净莹柔肤洁面乳30ml"	"细致清理每一寸肌肤，雅诗兰黛(Estee Lauder)净莹柔肤洁面乳30ml。"	39.9	68	"30"
2015/6/26 10:9:59	2	"TOKYO LOVE SOAP精油皂"	"女人粉嫩柔润，男人有求必“硬”！给你私密好颜色！"	99	128	"5"
2015/6/26 10:9:59	1	"菲诗小铺自然阳光持久清透防晒霜"	"金装持久，拒绝“被黑”，hold住白皙！THE FACE SHOP持久清透防晒霜"	79	149	"22"
2015/6/26 10:9:59	1	"爱茉莉美妆仙蓝莓弹力护发素"	"韩国爱茉莉旗下60年卓越品牌！超值3支装（180ml*3） 陈年损伤，一瓶焕新！"	69	139	"26"
2015/6/26 10:9:59	1	"雅诗兰黛黄金抗衰老眼霜5ml"	"雅诗兰黛黄金抗衰老眼霜5ml，让年轻驻足!"	69	119	"18"
2015/6/26 10:9:59	1	"彩虹三部曲芦荟面膜贴10片\/盒"	"韩国富人区疯狂囤货的平价面膜，彩虹三部曲一洗二养三护，干皮痘肌大克星！"	69	129	"18"
2015/6/26 10:9:59	1	"箭牌深层保湿洗发水355ml"	"打破无硅洗发干涩感！箭牌深层保湿洗发水355ml，专为“油头干发”研发！"	65	88	"14"
2015/6/26 10:9:59	1	"黑熊家族祛黑眼圈补水眼膜"	"MILATTE 黑熊家族祛黑眼圈补水眼膜10片，专业祛黑眼圈，熊猫眼ByeBye！"	54.9	90	"21"
2015/6/26 10:9:59	1	"雅诗兰黛完美修护润唇膏 3.6g"	"雅诗兰黛(Estee Lauder)完美修护润唇膏3.6g，一款轻盈的唇部护理产品！"	39.9	59	"23"
2015/6/26 10:9:59	2	"思亲肤（Skinfood）唇膏"	"韩国热销的Skinfood萌萌哒清新唇色，一抹变身韩系纯纯女主和日系杂志女神！"	39	79	"2"
2015/6/26 10:9:59	1	"CLMILLA 卡米拉马油爆奶霜"	"2015韩国“爆奶”神器，CLMILLA 卡米拉马油爆奶霜，水+乳+霜，三合一"	79	129	"13"
2015/6/26 10:9:59	1	"雅诗兰黛 晶透沁白防晒霜"	"雅诗兰黛晶透沁白防晒霜，呵宠年轻亮白，众享绚烂春光。"	79	260	"16"
2015/6/26 10:9:59	1	"DR 防晒喷雾"	"不管你是哪型血，外出就要畅快嗨！日本首款集防虫&amp;防晒于一身的身体喷雾。"	89	175	"18"
2015/6/26 10:9:59	1	"Mymi瘦腿贴6贴*3片\/盒"	"奔跑吧，卡路里！Mymi瘦腿贴让你拥有一双穿什么都百搭的美腿！"	69	119	"21"
2015/6/26 10:9:59	1	"思亲肤水蜜桃清酒乳液135ml"	"思亲肤(SKINFOOD)水蜜桃清酒乳液135ml，让肌肤时刻健康水润、细致柔嫩！"	59	119	"14"
2015/6/26 10:9:59	1	"丽珍纯棉超细纤维收缩毛孔面膜贴"	"不是所有面膜都叫毛孔管理，丽珍让你体验一疗程5000元韩国毛孔专业护理！"	89	181	"19"
2015/6/26 10:9:59	1	"Brilliant 碳酸洁面粉"	"日韩贵族美容排毒利器，Brilliant碳酸洁面粉，排出毒素污垢，洗出透亮白肌"	89	169	"15"
2015/6/26 10:9:59	1	"高丽安（Caolion）蜘蛛网卸妆露"	"卸妆看似容易，用水残留用油太腻，蛛网卸妆将清洁带入毛孔级，减少痘痘黑头"	99	189	"15"
2015/6/26 10:9:59	1	"雅诗兰黛肌初赋活原生液30ml"	"雅诗兰黛(Estee Lauder)肌初赋活原生液30ml，赋活肌肤原生如初的年轻状态！"	59	89	"18"
2015/6/26 10:9:59	1	"奇贴派祛妊娠纹肥胖纹贴"	"美丽不留纹，驭夫我有腰！奇贴派(PATCH FATCH)祛妊辰纹肥胖纹贴5片入。"	69.9	139	"15"
2015/6/26 10:9:59	1	"九朵云美白祛斑6效面膜贴"	"韩国销售奇迹九朵云第二弹！美白祛斑6效面膜贴*6，层层递进，源头焕白"	79.9	159	"16"
2015/6/26 10:9:59	1	"EYECANDY彩虹梳子（中号）"	"韩国最IN魔法梳，防静电，拒打结，不脱发。轻轻一梳，理顺三千恼人丝！"	75	149	"22"
2015/6/26 10:9:59	1	"兰蔻催眠防水浓密睫毛膏（防水）"	"兰蔻浓睫大眼睫毛膏，完爆美睫细微死角！30秒变芭比娃娃！"	119	340	"15"
2015/6/26 10:9:59	1	"妮妮莫妮卡絶色爱恋腮红手扎8g"	"niniMONICA絶色爱恋腮红手扎8g，令男生无法抗拒轻甜诱惑！"	59	179	"14"
2015/6/26 10:9:59	1	"熊野油脂油双倍清洁洗面奶130g"	"痘痘频发只因肌肤有炎症！马油双倍清洁洗面奶，消炎平痘，洗出通透美肌！"	49	89	"17"
2015/6/26 10:9:59	1	"Toocoolforschool光泽染唇液"	"染一个能登上杂志封面的美唇，Too cool家新款锁色染唇液震撼来袭！"	59	89	"16"
2015/6/26 10:9:59	1	"大卫杜夫冷水女士淡香水30ml"	"大卫杜夫冷水女士淡香水30ml，带给你触动灵魂的感受，自然态香水的代表作！"	99	370	"18"
2015/6/26 10:9:59	1	"韩律（HANYUL）紫云膏"	"风靡亚洲韩律“小红盒”，韩方秘研紫云膏，《星你》二千伪素颜利器！"	109	159	"10"
2015/6/26 10:9:59	1	"可莱丝竹炭清洁洗面奶170ml"	"朋友圈代购可莱丝水库面膜【必搭单品】，1溶2吸3收紧，毛孔不再被黑！"	49	89	"11"
2015/6/26 10:9:59	1	"365mc青葡萄味减肥茶"	"好女不过百，韩国国民认证365医院纤体健康冲剂饮料，青葡萄味！"	69	129	"9"
2015/6/26 10:9:59	1	"维多利亚的秘密身体香氛喷雾"	"维多利亚的秘密Fantasies系列身体香氛喷雾250ml，说走就走，我愿意。"	89	148	"7"
2015/6/26 10:9:59	1	"365mc石榴樱桃味减肥茶"	"撕掉小肥肉，喝出天生瘦！大韩民国纤体权威365医院从此接管你的小肉肉。"	69	129	"13"
2015/6/26 10:9:59	1	"DKNY垂涎欲滴青苹果女士淡香精"	"DKNY垂涎欲滴青苹果女士淡香精30ml，淡雅、活泼、清新，感受活跃的生命力。"	119	450	"13"
2015/6/26 10:9:59	1	"箭牌经典控油护发素946ml"	"美国箭牌强势归来！经典无硅护发素946ml，10倍微蛋白修护，头发急急长！"	99	169	"21"
2015/6/26 10:9:59	1	"谜之芬水润清透气垫CC霜21号"	"“妆”出素颜肌，壁咚不NG！谜之芬清透水润气垫CC，抗菌设计，很贴心！"	109	139	"13"
2015/6/26 10:9:59	1	"TOKYO LOVE SOAP温感啫哩"	"夜晚只属于享受，X生活怎能凑活，隐身的异味去除天使，两人的快乐不再被打"	119	235	"11"
2015/6/26 10:9:59	1	"丽得姿美白祛斑亮白面膜贴"	"经典微整“膜”王!丽得姿Leaders美白面膜贴*10	119	199	"13"
2015/6/26 10:9:59	1	"自然晨露人参滋养黑面膜贴"	"自然晨露（Dewy Tree）人参滋养黑面膜贴10片\/盒。拯救你的疲惫问题肌。"	79	149	"13"
2015/6/26 10:9:59	1	"玛丽莲梦露彩妆盘"	"Beauty People 梦露女神百宝盒，调出让欧巴主动“上勾”的韩剧女主范！"	109	180	"11"
2015/6/23 14:27:53	1	"娇兰幻彩流星粉球02# 25g"	"来自奢华大牌的粉妆奇迹！娇兰幻彩流星粉球（白皙肤色）02# 25g。"	299	520	"4569"
2015/6/23 14:27:53	1	"迪奥克丽丝汀魅惑润唇蜜3.5g"	"迪奥(DIOR)克丽丝汀魅惑润唇蜜3.5g，涂抹一刻，美丽即现！"	199	290	"4441"
2015/6/23 14:27:53	2	"高丽雅娜涂抹式肉毒杆菌精华"	"女人最怕人未老色先衰！高丽雅娜涂抹式肉毒杆菌*28，去皱紧致，28天焕颜！"	499	719	"1995"
2015/6/23 14:27:53	1	"麦迪安86牙膏蓝色清新版3支装"	"不是所有烟渍黄牙都要用洗牙变白，软化牙垢的MEDIAN，刷牙也能快速亮白牙齿"	45	79	"16481"
2015/6/23 14:27:53	1	"水宝宝水嫩快干防晒喷雾SPF30+"	"水宝宝水嫩快干防晒喷雾SPF30+ 6oz，让幼嫩的肌肤可以尽情享受夏日阳光。"	99	109	"4479"
2015/6/23 14:27:53	1	"欣兰黑里透白冻膜225g"	"清洁面膜佳丽三千，欣兰黑里透白冻膜225g，当属皇后！"	89	218	"3504"
2015/6/23 14:27:53	1	"熊野油脂马油滋润无硅洗发水"	"马油正流行，护发也风行！拒绝假顺滑！马油洗发水，日本护发新秘笈！"	59	115	"4950"
2015/6/23 14:27:53	1	"BB霜高光滋润遮瑕膏三合一午餐盒"	"韩国明星靠它变脸! BB霜+独立遮瑕膏+高光膏，三合一午餐盒！"	99	159	"2632"
2015/6/23 14:27:53	1	"FANCL无添加纳米卸妆油120ml"	"@cosme卸妆部NO.1，Fancl无添加纳米卸妆油120ml，一溶即化，遇水即净"	119	230	"2218"
2015/6/23 14:27:53	1	"嘉娜宝KATE双效双用立体眉彩笔"	"嘉娜宝（Kanebo)KATE双效双用立体眉彩笔(眉笔+眉粉)，打造自然立体眉型。"	89	159	"2793"
2015/6/23 14:27:53	1	"迪奥星凝亮肌粉底液30ml"	"完美遮瑕的巨星光底妆。迪奥（Dior）星凝亮肌粉底液（SPF30）30ml。"	359	520	"931"
2015/6/23 14:27:53	1	"3CEstylenanda局部修容高光棒10g"	"3CEstylenanda 局部修容高光棒10g，即刻点亮立体美颜！"	89	189	"2558"
2015/6/23 14:27:53	1	"ItsSkin晶钻蜗牛洁面泡沫"	"开创韩国空瓶分享NO.1的Its skin晶钻蜗牛洗面奶，洗去脸部脏乱差！"	99	139	"2330"
2015/6/23 14:27:53	1	"宝露露（PORORO）儿童牙膏三只装"	"孩子因它美味而爱上刷牙，养成护牙好习惯，防止儿童龋齿舌苔，从小有好牙齿"	39	69	"5820"
2015/6/23 14:27:53	1	"高丽雅娜E.G.F安瓶精华7日装"	"你知道吗？你卸了妆已经不再是个少女了！高丽雅娜全新7支装肉毒精华礼盒"	119	219	"1850"
2015/6/23 14:27:53	1	"思亲肤(SKINFOOD)大米遮暇液"	"思亲肤大米遮瑕液	39	69	"5484"
2015/6/23 14:27:53	1	"碧缇丝)免水洗发喷雾(樱花味)"	"碧缇丝(Batiste)免水洗发喷雾(樱花味)200ml，让你再也不必遭受油头困扰！"	39.9	79	"4424"
2015/6/23 14:27:53	1	"植村秀 （Shu Uemura） 睫毛夹"	"植村秀 （Shu Uemura） 睫毛夹（台湾版），睫毛夹家族的殿堂级产品"	89	199	"1978"
2015/6/23 14:27:53	1	"熊野油脂马油+山茶花油护发素"	"洗发不难，护发难！脸部滋养神物--马油，首登护发大咖，好发质因油而生！"	59	115	"2773"
2015/6/23 14:27:53	1	"花王（KAO）蒸汽眼罩柚子香型"	"花王蒸汽眼罩柚子香型，亲“眼”见证，每天15分钟永别浮肿！黑眼圈！"	79	128	"2016"
2015/6/23 14:27:53	1	"DIAFORCE贵妇黑珍珠眼膜"	"不再满眼沧桑，DiaForce贵妇黑珍珠眼膜，首款眼部排毒眼膜！"	79	129	"2095"
2015/6/23 14:27:53	1	"韩妮采双重机能性BB霜黑色"	"Heynature双重机能性柔滑亮泽BB霜黑色，赋予你陶瓷触感美肌。"	88	218	"1655"
2015/6/23 14:27:53	1	"Style Nara美白防晒喷雾SPF48"	"香肩美腿Show出来！韩国全身美白防晒神器！不做黑[油]物 ，一喷[白]肤美！"	79	180	"1714"
2015/6/23 14:27:53	1	"APAGARD premio特效微粒美白牙膏"	"日本明星笑容必备武器APAGARD premio全球首支微粒子牙膏，每天刷牙就能白！"	79	165	"1732"
2015/6/23 14:27:53	1	"思亲肤巧克力眉粉"	"眉毛决定“型不型”，太突兀“绝不型”！思亲肤（SKINFOOD）巧克力眉粉"	39	69	"3096"
2015/6/23 14:27:53	1	"欧树（NUXE）蜂蜜洁面凝胶400ml"	"欧树（NUXE）蜂蜜洁面凝胶400ml，蜂蜜洁面，优越洁净力，滋润不紧绷！"	99	480	"1188"
2015/6/23 14:27:53	1	"思亲肤矿物质眉膏"	"眉毛头发两个色？眉不美，怎敢叫美眉！SKINFOOD第三代当家染眉膏来袭。"	39	69	"2785"
2015/6/23 14:27:53	1	"菲拉格慕梦中情人淡香水30ml"	"菲拉格慕(Ferragamo)梦中情人淡香水30ml，让你享受无拘无束的绽放活力！"	99	420	"1150"
2015/6/23 14:27:53	1	"黑熊家族熊鼻子贴三部曲去黑头"	"草莓鼻终结者，MILATTE熊鼻三部曲去黑头贴10片，三步还原光滑鼻头"	89	120	"1130"
2015/6/23 14:27:53	1	"Too cool for school黄格子唇膏"	"校园“唇”色正当道!Too cool for school黄格子	49	79	"1985"
2015/6/23 14:27:53	1	"嘉娜宝（Kanebo）KATE眼影3+1"	"日本@cosme眼影部第9位，嘉娜宝KATE眼影3+1，打造天然混血眼妆"	89	145	"1254"
2015/6/23 14:27:53	1	"雅诗兰黛浓翘睫毛膏2.8ml"	"雅诗兰黛(Estee Lauder)浓翘睫毛膏2.8ml，美睫沙龙华丽来袭！"	39.9	59	"2427"
2015/6/23 14:27:53	1	"PureasFior魔力丰胸贴25g*3袋"	"心中千金，不如胸前四两！贴一贴，CUP轻松升级！"	79	189	"1272"
2015/6/23 14:27:53	1	"菲诗小铺自然阳光高倍美白防晒霜"	"拒当小黑妞，三重防护让你白一夏！THE FACE SHOP自然阳光高倍美白防晒霜"	49	89	"1797"
2015/6/23 14:27:53	1	"Quinessence问题皮肤乳液100ml"	"NO过敏、NO痘痘、NO泛红！Q网问题皮肤乳液，打造素颜女王养成记！"	69	106	"1220"
2015/6/23 14:27:53	1	"A&#039;pieu 眼影盒"	"A&#039;pieu 眼影盒，描绘出风格各异的多姿女人。"	79	149	"1071"
2015/6/23 14:27:53	1	"璞帝妃黄金颈霜"	"颈部始终年轻颜值自动加倍，光滑细腻颈部，消除痘痘颈纹，美的好似天鹅一般"	59	99	"1458"
2015/6/23 14:27:53	1	"水宝宝儿童无泪防晒乳SPF30+ 8oz"	"给宝宝和大人最细致的呵护，水宝宝儿童无泪防晒乳SPF30+ 8oz！"	99	109	"931"
2015/6/23 14:27:53	1	"HolikaHolika牛角芦荟胶"	"秋冬干燥狙击手，一瓶用全身！韩国芦荟胶新秀HOLIKA牛角芦荟胶。"	45	89	"1565"
2015/6/23 14:27:53	1	"3CEstylenanda 水润遮瑕膏10ml"	"3CEstylenanda 柔和水润遮瑕膏10ml，水润清透自然的裸妆助手。"	69	119	"1156"
2015/6/23 14:27:53	1	"韩律（HANYUL）艾草排毒洗面奶"	"肌肤有“毒”，再做护肤都没用！韩律艾草洗面奶，肌肤排毒，自信素颜！"	109	199	"827"
2015/6/23 14:27:53	2	"Forencos浪漫怡情唇膏"	"《星星》千颂伊御用，Forencos浪漫怡情唇膏，女神专属色，邂逅你的都教授。"	99	199	"901"
2015/6/23 14:27:53	1	"维多利亚的秘密性感炸弹身体喷雾"	"“今夜我只属于你！”维多利亚的秘密性感炸弹身体喷雾 250ml"	119	295	"839"
2015/6/23 14:27:53	1	"莎娜 豆乳美肌Q10弹力光泽洗面奶"	"肌肤洗出年轻状态Q弹十足。豆乳美肌Q10弹力光泽洗面奶150g。"	59	115	"1033"
2015/6/23 14:27:53	1	"博姿（Boots）小黄瓜爽肤水150ml"	"博姿小黄瓜爽肤水	49.9	55	"1130"
2015/6/23 14:27:53	1	"凡士林身体乳液喷雾184g"	"凡士林（Vasline）身体乳液喷雾184g，全球首支身体乳喷雾。"	59	65	"907"
2015/6/23 14:27:53	1	"兰嘉丝汀舒柔爽肤水400ml"	"兰嘉丝汀（Lancaster）舒柔爽肤水400ml，令肌肤倍感润滑舒适。"	119	360	"788"
2015/6/23 14:27:53	1	"妮珍胶原多肽精华水套组170g+1g"	"韩国版神仙水！不动刀不注射不电波，30万蛋白肽颗粒100%吸收，抚平细纹！"	99	425	"798"
2015/6/23 14:27:53	1	"OPI 霓虹迷你套装（3.75mlx6）"	"OPI 霓虹迷你套装（3.75mlx6），来自美国最好口碑指甲油。"	99	109	"816"
2015/6/23 14:27:53	1	"丽得姿美白保湿去角质足膜"	"夏日来袭，足部也要美。丽得姿美白保湿去角质足膜5片，让你“足”够有面"	69	123	"858"
2015/6/23 14:27:53	1	"CHA LAB美白祛皱眼霜"	"逆龄CHA：LAB美白祛皱眼霜，让你永远看起来比闺蜜小3岁！"	89	169	"773"
2015/6/23 14:27:53	1	"Itsskin能量10精华液"	"【奔跑吧！肌肤】韩国It&#039;s skin能量10精华原液，肌肤美丽，能量领跑！"	59	88	"879"
2015/6/23 14:27:53	1	"蝶翠诗薰衣草柔净卸妆油150ml"	"蝶翠诗（DHC）薰衣草柔净卸妆油150ml，遇水也能卸的干干净净"	109	178	"824"
2015/6/23 14:27:53	1	"欧树玫瑰爽肤水200ml"	"欧树玫瑰爽肤水200ml，让你和你的爱情一起回归自然。"	99	199	"782"
2015/6/23 14:27:53	1	"雅诗兰黛晶透沁白淡斑精华露"	"雅诗兰黛（Estee Lauder）晶透沁白淡斑精华露（无盒）4ml，夜修护，日防晒"	49.9	278	"907"
2015/6/23 14:27:53	1	"倩碧（Clinique）保湿洁肤水1号"	"倩碧（Clinique）保湿洁肤水1号，使肌肤瞬间回复柔软、透明和光泽。"	119	190	"802"
2015/6/23 14:27:53	1	"倩碧水洗卸妆泡沫霜150ml"	"倩碧水洗卸妆泡沫霜150ml，用温润亲肤的泡沫卸去顽固的残留。"	119	260	"999"
2015/6/23 14:27:53	1	"freeset驴奶美白面膜贴10片\/盒"	"Freeset驴奶面膜第二弹！美白面膜贴10片，备战白嫩肌，美白不反弹！"	69.9	129	"913"
2015/6/23 14:27:53	1	"大卫杜夫冷水男士淡香水40ml"	"大卫杜夫冷水男士淡香水40ml，让你心旷神怡、焕然轻松！"	99	360	"887"
2015/6/23 14:27:53	1	"稀拉克儿晶白焕彩美白防晒日霜"	"韩国奇迹防晒霜：稀拉克儿美白防晒日霜SPF30+PA++，超强防晒，越晒越白！"	109	240	"926"
2015/6/23 14:27:53	1	"思亲肤顶级酪梨修护乳液"	"请肌肤吃顿高营养酪梨大餐，思亲肤（Skinfood）顶级酪梨修护乳液 140ml。"	79	149	"789"
2015/6/23 14:27:53	1	"雅诗兰黛黄金抗衰老面霜15ml"	"雅诗兰黛黄金抗衰老面霜15ml，深层滋润和滋养肌肤内部，更显年轻光彩。"	69	99	"878"
2015/6/23 14:27:53	1	"自然乐园洋甘菊深层卸妆油"	"卸妆后仍是“女神”！自然乐园森林花园系列之洋甘菊舒缓镇静卸妆油！"	69	119	"754"
2015/6/23 14:27:53	1	"肥皂和荣耀泡泡浴液500ml"	"BOOTS旗下品牌！Soap &amp; Glory泡泡浴液500ml，散发清新果香，洗出滑嫩白肌！"	99	109	"820"
